c008|g058|g057|c006|g05801|q092|q11006|Freq
083| |1|2|2| | |1286.4522967867476
084| |1|2|2| | |2601.154953308501
085| |1|2|2| | |827.8457921664574
086| |1|2|2| | |2826.2977520436343
087| |1|2|2| | |981.4934922231773
088| |1|2|2| | |189.2678953173282
089| |1|2|2| | |3217.9647757291627
090| |1|2|2| | |1321.2677291139194
091| |1|2|2| | |824.9516667295909
092| |1|2|2| | |801.2056399056825
093| |1|2|2| | |764.6307098623902
094| |1|2|2| | |0
095| |1|2|2| | |329.8794339575422
096| |1|2|2| | |0
097| |1|2|2| | |324.68432129381193
098| |1|2|2| | |8859.994907343807
099| |1|2|2| | |0
100| |1|2|2| | |0
101| |1|2|2| | |0
102| |1|2|2| | |0
103| |1|2|2| | |0
104| |1|2|2| | |0
105| |1|2|2| | |0
106| |1|2|2| | |0
107| |1|2|2| | |0
112| |1|2|2| | |0
000|1|1|2|2| | |0
001|1|1|2|2| | |0
002|1|1|2|2| | |0
003|1|1|2|2| | |0
004|1|1|2|2| | |0
005|1|1|2|2| | |0
006|1|1|2|2| | |0
007|1|1|2|2| | |0
008|1|1|2|2| | |0
009|1|1|2|2| | |0
010|1|1|2|2| | |0
011|1|1|2|2| | |0
012|1|1|2|2| | |0
013|1|1|2|2| | |0
014|1|1|2|2| | |0
015|1|1|2|2| | |0
016|1|1|2|2| | |0
017|1|1|2|2| | |0
018|1|1|2|2| | |0
019|1|1|2|2| | |0
020|1|1|2|2| | |0
021|1|1|2|2| | |0
022|1|1|2|2| | |0
023|1|1|2|2| | |0
024|1|1|2|2| | |0
025|1|1|2|2| | |0
026|1|1|2|2| | |0
027|1|1|2|2| | |0
028|1|1|2|2| | |0
029|1|1|2|2| | |0
030|1|1|2|2| | |0
031|1|1|2|2| | |0
032|1|1|2|2| | |0
033|1|1|2|2| | |0
034|1|1|2|2| | |0
035|1|1|2|2| | |0
036|1|1|2|2| | |0
037|1|1|2|2| | |0
038|1|1|2|2| | |0
039|1|1|2|2| | |0
040|1|1|2|2| | |0
041|1|1|2|2| | |0
042|1|1|2|2| | |0
043|1|1|2|2| | |0
044|1|1|2|2| | |0
045|1|1|2|2| | |0
046|1|1|2|2| | |0
047|1|1|2|2| | |0
048|1|1|2|2| | |0
049|1|1|2|2| | |0
050|1|1|2|2| | |0
051|1|1|2|2| | |0
052|1|1|2|2| | |0
053|1|1|2|2| | |0
054|1|1|2|2| | |0
055|1|1|2|2| | |0
056|1|1|2|2| | |0
057|1|1|2|2| | |0
058|1|1|2|2| | |0
059|1|1|2|2| | |0
060|1|1|2|2| | |0
061|1|1|2|2| | |0
062|1|1|2|2| | |0
063|1|1|2|2| | |0
064|1|1|2|2| | |0
065|1|1|2|2| | |0
066|1|1|2|2| | |0
067|1|1|2|2| | |0
068|1|1|2|2| | |0
069|1|1|2|2| | |0
070|1|1|2|2| | |0
071|1|1|2|2| | |0
072|1|1|2|2| | |0
073|1|1|2|2| | |0
074|1|1|2|2| | |0
075|1|1|2|2| | |0
076|1|1|2|2| | |0
077|1|1|2|2| | |0
078|1|1|2|2| | |0
079|1|1|2|2| | |0
080|1|1|2|2| | |0
081|1|1|2|2| | |0
082|1|1|2|2| | |0
083|1|1|2|2| | |0
084|1|1|2|2| | |0
085|1|1|2|2| | |0
086|1|1|2|2| | |0
087|1|1|2|2| | |0
088|1|1|2|2| | |0
089|1|1|2|2| | |0
090|1|1|2|2| | |0
091|1|1|2|2| | |0
092|1|1|2|2| | |0
093|1|1|2|2| | |0
094|1|1|2|2| | |0
095|1|1|2|2| | |0
096|1|1|2|2| | |0
097|1|1|2|2| | |0
098|1|1|2|2| | |0
099|1|1|2|2| | |0
100|1|1|2|2| | |0
101|1|1|2|2| | |0
102|1|1|2|2| | |0
103|1|1|2|2| | |0
104|1|1|2|2| | |0
105|1|1|2|2| | |0
106|1|1|2|2| | |0
107|1|1|2|2| | |0
112|1|1|2|2| | |0
000|2|1|2|2| | |0
001|2|1|2|2| | |0
002|2|1|2|2| | |0
003|2|1|2|2| | |0
004|2|1|2|2| | |0
005|2|1|2|2| | |0
006|2|1|2|2| | |0
007|2|1|2|2| | |0
008|2|1|2|2| | |0
009|2|1|2|2| | |0
010|2|1|2|2| | |0
011|2|1|2|2| | |0
012|2|1|2|2| | |0
013|2|1|2|2| | |0
014|2|1|2|2| | |0
015|2|1|2|2| | |0
016|2|1|2|2| | |0
017|2|1|2|2| | |0
018|2|1|2|2| | |0
019|2|1|2|2| | |0
020|2|1|2|2| | |0
021|2|1|2|2| | |0
022|2|1|2|2| | |0
023|2|1|2|2| | |0
024|2|1|2|2| | |0
025|2|1|2|2| | |0
026|2|1|2|2| | |0
027|2|1|2|2| | |0
028|2|1|2|2| | |0
029|2|1|2|2| | |0
030|2|1|2|2| | |0
031|2|1|2|2| | |0
032|2|1|2|2| | |0
033|2|1|2|2| | |0
034|2|1|2|2| | |0
035|2|1|2|2| | |0
036|2|1|2|2| | |0
037|2|1|2|2| | |0
038|2|1|2|2| | |0
039|2|1|2|2| | |0
040|2|1|2|2| | |0
041|2|1|2|2| | |0
042|2|1|2|2| | |0
043|2|1|2|2| | |0
044|2|1|2|2| | |0
045|2|1|2|2| | |0
046|2|1|2|2| | |0
047|2|1|2|2| | |0
048|2|1|2|2| | |0
049|2|1|2|2| | |0
050|2|1|2|2| | |0
051|2|1|2|2| | |0
052|2|1|2|2| | |0
053|2|1|2|2| | |0
054|2|1|2|2| | |0
055|2|1|2|2| | |0
056|2|1|2|2| | |0
057|2|1|2|2| | |0
058|2|1|2|2| | |0
059|2|1|2|2| | |0
060|2|1|2|2| | |0
061|2|1|2|2| | |0
062|2|1|2|2| | |0
063|2|1|2|2| | |0
064|2|1|2|2| | |0
065|2|1|2|2| | |0
066|2|1|2|2| | |0
067|2|1|2|2| | |0
068|2|1|2|2| | |0
069|2|1|2|2| | |0
070|2|1|2|2| | |0
071|2|1|2|2| | |0
072|2|1|2|2| | |0
073|2|1|2|2| | |0
074|2|1|2|2| | |0
075|2|1|2|2| | |0
076|2|1|2|2| | |0
077|2|1|2|2| | |0
078|2|1|2|2| | |0
079|2|1|2|2| | |0
080|2|1|2|2| | |0
081|2|1|2|2| | |0
082|2|1|2|2| | |0
083|2|1|2|2| | |0
084|2|1|2|2| | |0
085|2|1|2|2| | |0
086|2|1|2|2| | |0
087|2|1|2|2| | |0
088|2|1|2|2| | |0
089|2|1|2|2| | |0
090|2|1|2|2| | |0
091|2|1|2|2| | |0
092|2|1|2|2| | |0
093|2|1|2|2| | |0
094|2|1|2|2| | |0
095|2|1|2|2| | |0
096|2|1|2|2| | |0
097|2|1|2|2| | |0
098|2|1|2|2| | |0
099|2|1|2|2| | |0
100|2|1|2|2| | |0
101|2|1|2|2| | |0
102|2|1|2|2| | |0
103|2|1|2|2| | |0
104|2|1|2|2| | |0
105|2|1|2|2| | |0
106|2|1|2|2| | |0
107|2|1|2|2| | |0
112|2|1|2|2| | |0
000|3|1|2|2| | |0
001|3|1|2|2| | |0
002|3|1|2|2| | |0
003|3|1|2|2| | |0
004|3|1|2|2| | |0
005|3|1|2|2| | |0
006|3|1|2|2| | |0
007|3|1|2|2| | |0
008|3|1|2|2| | |0
009|3|1|2|2| | |0
010|3|1|2|2| | |0
011|3|1|2|2| | |0
012|3|1|2|2| | |0
013|3|1|2|2| | |0
014|3|1|2|2| | |0
015|3|1|2|2| | |0
016|3|1|2|2| | |0
017|3|1|2|2| | |0
018|3|1|2|2| | |0
019|3|1|2|2| | |0
020|3|1|2|2| | |0
021|3|1|2|2| | |0
022|3|1|2|2| | |0
023|3|1|2|2| | |0
024|3|1|2|2| | |0
025|3|1|2|2| | |0
026|3|1|2|2| | |0
027|3|1|2|2| | |0
028|3|1|2|2| | |0
029|3|1|2|2| | |0
030|3|1|2|2| | |0
031|3|1|2|2| | |0
032|3|1|2|2| | |0
033|3|1|2|2| | |0
034|3|1|2|2| | |0
035|3|1|2|2| | |0
036|3|1|2|2| | |0
037|3|1|2|2| | |0
038|3|1|2|2| | |0
039|3|1|2|2| | |0
040|3|1|2|2| | |0
041|3|1|2|2| | |0
042|3|1|2|2| | |0
043|3|1|2|2| | |0
044|3|1|2|2| | |0
045|3|1|2|2| | |0
046|3|1|2|2| | |0
047|3|1|2|2| | |0
048|3|1|2|2| | |0
049|3|1|2|2| | |0
050|3|1|2|2| | |0
051|3|1|2|2| | |0
052|3|1|2|2| | |0
053|3|1|2|2| | |0
054|3|1|2|2| | |0
055|3|1|2|2| | |0
056|3|1|2|2| | |0
057|3|1|2|2| | |0
058|3|1|2|2| | |0
059|3|1|2|2| | |0
060|3|1|2|2| | |0
061|3|1|2|2| | |0
062|3|1|2|2| | |0
063|3|1|2|2| | |0
064|3|1|2|2| | |0
065|3|1|2|2| | |0
066|3|1|2|2| | |0
067|3|1|2|2| | |0
068|3|1|2|2| | |0
069|3|1|2|2| | |0
070|3|1|2|2| | |0
071|3|1|2|2| | |0
072|3|1|2|2| | |0
073|3|1|2|2| | |0
074|3|1|2|2| | |0
075|3|1|2|2| | |0
076|3|1|2|2| | |0
077|3|1|2|2| | |0
078|3|1|2|2| | |0
079|3|1|2|2| | |0
080|3|1|2|2| | |0
081|3|1|2|2| | |0
082|3|1|2|2| | |0
083|3|1|2|2| | |0
084|3|1|2|2| | |0
085|3|1|2|2| | |0
086|3|1|2|2| | |0
087|3|1|2|2| | |0
088|3|1|2|2| | |0
089|3|1|2|2| | |0
090|3|1|2|2| | |0
091|3|1|2|2| | |0
092|3|1|2|2| | |0
093|3|1|2|2| | |0
094|3|1|2|2| | |0
095|3|1|2|2| | |0
096|3|1|2|2| | |0
097|3|1|2|2| | |0
098|3|1|2|2| | |0
099|3|1|2|2| | |0
100|3|1|2|2| | |0
101|3|1|2|2| | |0
102|3|1|2|2| | |0
103|3|1|2|2| | |0
104|3|1|2|2| | |0
105|3|1|2|2| | |0
106|3|1|2|2| | |0
107|3|1|2|2| | |0
112|3|1|2|2| | |0
000|4|1|2|2| | |0
001|4|1|2|2| | |0
002|4|1|2|2| | |0
003|4|1|2|2| | |0
004|4|1|2|2| | |0
005|4|1|2|2| | |0
006|4|1|2|2| | |0
007|4|1|2|2| | |0
008|4|1|2|2| | |0
009|4|1|2|2| | |0
010|4|1|2|2| | |0
011|4|1|2|2| | |0
012|4|1|2|2| | |0
013|4|1|2|2| | |0
014|4|1|2|2| | |0
015|4|1|2|2| | |0
016|4|1|2|2| | |0
017|4|1|2|2| | |0
018|4|1|2|2| | |0
019|4|1|2|2| | |0
020|4|1|2|2| | |0
021|4|1|2|2| | |0
022|4|1|2|2| | |0
023|4|1|2|2| | |0
024|4|1|2|2| | |0
025|4|1|2|2| | |0
026|4|1|2|2| | |0
027|4|1|2|2| | |0
028|4|1|2|2| | |0
029|4|1|2|2| | |0
030|4|1|2|2| | |0
031|4|1|2|2| | |0
032|4|1|2|2| | |0
033|4|1|2|2| | |0
034|4|1|2|2| | |0
035|4|1|2|2| | |0
036|4|1|2|2| | |0
037|4|1|2|2| | |0
038|4|1|2|2| | |0
039|4|1|2|2| | |0
040|4|1|2|2| | |0
041|4|1|2|2| | |0
042|4|1|2|2| | |0
043|4|1|2|2| | |0
044|4|1|2|2| | |0
045|4|1|2|2| | |0
046|4|1|2|2| | |0
047|4|1|2|2| | |0
048|4|1|2|2| | |0
049|4|1|2|2| | |0
050|4|1|2|2| | |0
051|4|1|2|2| | |0
052|4|1|2|2| | |0
053|4|1|2|2| | |0
054|4|1|2|2| | |0
055|4|1|2|2| | |0
056|4|1|2|2| | |0
057|4|1|2|2| | |0
058|4|1|2|2| | |0
059|4|1|2|2| | |0
060|4|1|2|2| | |0
061|4|1|2|2| | |0
062|4|1|2|2| | |0
063|4|1|2|2| | |0
064|4|1|2|2| | |0
065|4|1|2|2| | |0
066|4|1|2|2| | |0
067|4|1|2|2| | |0
068|4|1|2|2| | |0
069|4|1|2|2| | |0
070|4|1|2|2| | |0
071|4|1|2|2| | |0
072|4|1|2|2| | |0
073|4|1|2|2| | |0
074|4|1|2|2| | |0
075|4|1|2|2| | |0
076|4|1|2|2| | |0
077|4|1|2|2| | |0
078|4|1|2|2| | |0
079|4|1|2|2| | |0
080|4|1|2|2| | |0
081|4|1|2|2| | |0
082|4|1|2|2| | |0
083|4|1|2|2| | |0
084|4|1|2|2| | |0
085|4|1|2|2| | |0
086|4|1|2|2| | |0
087|4|1|2|2| | |0
088|4|1|2|2| | |0
089|4|1|2|2| | |0
090|4|1|2|2| | |0
091|4|1|2|2| | |0
092|4|1|2|2| | |0
093|4|1|2|2| | |0
094|4|1|2|2| | |0
095|4|1|2|2| | |0
096|4|1|2|2| | |0
097|4|1|2|2| | |0
098|4|1|2|2| | |0
099|4|1|2|2| | |0
100|4|1|2|2| | |0
101|4|1|2|2| | |0
102|4|1|2|2| | |0
103|4|1|2|2| | |0
104|4|1|2|2| | |0
105|4|1|2|2| | |0
106|4|1|2|2| | |0
107|4|1|2|2| | |0
112|4|1|2|2| | |0
000| |2|2|2| | |0
001| |2|2|2| | |0
002| |2|2|2| | |0
003| |2|2|2| | |0
004| |2|2|2| | |0
005| |2|2|2| | |1003.2294106266232
006| |2|2|2| | |0
007| |2|2|2| | |0
008| |2|2|2| | |377.9612214416554
009| |2|2|2| | |0
010| |2|2|2| | |432.4753641539405
011| |2|2|2| | |0
012| |2|2|2| | |0
013| |2|2|2| | |5854.420194026635
014| |2|2|2| | |121.35501718315669
015| |2|2|2| | |0
016| |2|2|2| | |1846.207801726552
017| |2|2|2| | |0
018| |2|2|2| | |1323.3695776235713
019| |2|2|2| | |164.7884786384738
020| |2|2|2| | |1349.8445952201316
021| |2|2|2| | |0
022| |2|2|2| | |231.66163580921838
023| |2|2|2| | |575.6012689795573
024| |2|2|2| | |1327.5992114680205
025| |2|2|2| | |0
026| |2|2|2| | |1247.96934493799
027| |2|2|2| | |404.4924627680068
028| |2|2|2| | |0
029| |2|2|2| | |234.64302955795634
030| |2|2|2| | |2877.0007758229826
031| |2|2|2| | |4173.111497990655
032| |2|2|2| | |0
033| |2|2|2| | |818.6273397308364
034| |2|2|2| | |0
035| |2|2|2| | |474.43805679316483
036| |2|2|2| | |1833.0031707322855
037| |2|2|2| | |0
038| |2|2|2| | |0
039| |2|2|2| | |1804.271004365677
040| |2|2|2| | |176.90049187085677
041| |2|2|2| | |4889.0865627127605
042| |2|2|2| | |13727.016822995854
043| |2|2|2| | |1425.774691575071
044| |2|2|2| | |1357.1399861125237
045| |2|2|2| | |1938.0372110071162
046| |2|2|2| | |3912.0092666438495
047| |2|2|2| | |2824.1463276217232
048| |2|2|2| | |921.2340842686419
049| |2|2|2| | |191.53112375074673
050| |2|2|2| | |0
051| |2|2|2| | |1765.057009842228
052| |2|2|2| | |101.21849809469775
053| |2|2|2| | |937.8360309354808
054| |2|2|2| | |2192.959787594481
055| |2|2|2| | |0
056| |2|2|2| | |1314.618621761566
057| |2|2|2| | |1039.3014083587893
058| |2|2|2| | |2481.030735579695
059| |2|2|2| | |1570.4550588141376
060| |2|2|2| | |886.853627192452
061| |2|2|2| | |1140.2499776895056
062| |2|2|2| | |0
063| |2|2|2| | |4110.760927958751
064| |2|2|2| | |2642.1628809390368
065| |2|2|2| | |5513.157000537406
066| |2|2|2| | |4339.857345696923
067| |2|2|2| | |944.578227620378
068| |2|2|2| | |4862.865586104533
069| |2|2|2| | |1864.5187714737392
070| |2|2|2| | |3131.754511966835
071| |2|2|2| | |896.2239305907631
072| |2|2|2| | |4046.264848838403
073| |2|2|2| | |4971.391160404071
074| |2|2|2| | |3682.639240488777
075| |2|2|2| | |1746.8746480529767
076| |2|2|2| | |2847.5477106173794
077| |2|2|2| | |2902.331371619547
078| |2|2|2| | |2448.736043961792
079| |2|2|2| | |606.0705957349512
080| |2|2|2| | |2623.7944258135617
081| |2|2|2| | |3723.0507312517243
082| |2|2|2| | |1426.6671727522296
083| |2|2|2| | |4051.2038226960913
084| |2|2|2| | |4857.867593185344
085| |2|2|2| | |1813.818976745155
086| |2|2|2| | |2222.612632578416
087| |2|2|2| | |5932.155602950164
088| |2|2|2| | |1452.8969852583725
089| |2|2|2| | |7653.109328982947
090| |2|2|2| | |669.3467091813221
091| |2|2|2| | |0
092| |2|2|2| | |1527.3701182904595
093| |2|2|2| | |687.1089837344973
094| |2|2|2| | |217.01785891926642
095| |2|2|2| | |783.5126565597099
096| |2|2|2| | |0
097| |2|2|2| | |0
098| |2|2|2| | |0
099| |2|2|2| | |570.1540960708691
100| |2|2|2| | |484.7843354046037
101| |2|2|2| | |0
102| |2|2|2| | |0
103| |2|2|2| | |0
104| |2|2|2| | |0
105| |2|2|2| | |0
106| |2|2|2| | |0
107| |2|2|2| | |0
112| |2|2|2| | |0
000|1|2|2|2| | |0
001|1|2|2|2| | |0
002|1|2|2|2| | |0
003|1|2|2|2| | |0
004|1|2|2|2| | |0
005|1|2|2|2| | |0
006|1|2|2|2| | |0
007|1|2|2|2| | |0
008|1|2|2|2| | |0
009|1|2|2|2| | |0
010|1|2|2|2| | |0
011|1|2|2|2| | |0
012|1|2|2|2| | |0
013|1|2|2|2| | |0
014|1|2|2|2| | |0
015|1|2|2|2| | |0
016|1|2|2|2| | |0
017|1|2|2|2| | |0
018|1|2|2|2| | |0
019|1|2|2|2| | |0
020|1|2|2|2| | |0
021|1|2|2|2| | |0
022|1|2|2|2| | |0
023|1|2|2|2| | |0
024|1|2|2|2| | |0
025|1|2|2|2| | |0
026|1|2|2|2| | |0
027|1|2|2|2| | |0
028|1|2|2|2| | |0
029|1|2|2|2| | |0
030|1|2|2|2| | |0
031|1|2|2|2| | |0
032|1|2|2|2| | |0
033|1|2|2|2| | |0
034|1|2|2|2| | |0
035|1|2|2|2| | |0
036|1|2|2|2| | |0
037|1|2|2|2| | |0
038|1|2|2|2| | |0
039|1|2|2|2| | |0
040|1|2|2|2| | |0
041|1|2|2|2| | |0
042|1|2|2|2| | |0
043|1|2|2|2| | |0
044|1|2|2|2| | |0
045|1|2|2|2| | |0
046|1|2|2|2| | |0
047|1|2|2|2| | |0
048|1|2|2|2| | |0
049|1|2|2|2| | |0
050|1|2|2|2| | |0
051|1|2|2|2| | |0
052|1|2|2|2| | |0
053|1|2|2|2| | |0
054|1|2|2|2| | |0
055|1|2|2|2| | |0
056|1|2|2|2| | |0
057|1|2|2|2| | |0
058|1|2|2|2| | |0
059|1|2|2|2| | |0
060|1|2|2|2| | |0
061|1|2|2|2| | |0
062|1|2|2|2| | |0
063|1|2|2|2| | |0
064|1|2|2|2| | |0
065|1|2|2|2| | |0
066|1|2|2|2| | |0
067|1|2|2|2| | |0
068|1|2|2|2| | |0
069|1|2|2|2| | |0
070|1|2|2|2| | |0
071|1|2|2|2| | |0
072|1|2|2|2| | |0
073|1|2|2|2| | |0
074|1|2|2|2| | |0
075|1|2|2|2| | |0
076|1|2|2|2| | |0
077|1|2|2|2| | |0
078|1|2|2|2| | |0
079|1|2|2|2| | |0
080|1|2|2|2| | |0
081|1|2|2|2| | |0
082|1|2|2|2| | |0
083|1|2|2|2| | |0
084|1|2|2|2| | |0
085|1|2|2|2| | |0
086|1|2|2|2| | |0
087|1|2|2|2| | |0
088|1|2|2|2| | |0
089|1|2|2|2| | |0
090|1|2|2|2| | |0
091|1|2|2|2| | |0
092|1|2|2|2| | |0
093|1|2|2|2| | |0
094|1|2|2|2| | |0
095|1|2|2|2| | |0
096|1|2|2|2| | |0
097|1|2|2|2| | |0
098|1|2|2|2| | |0
099|1|2|2|2| | |0
100|1|2|2|2| | |0
101|1|2|2|2| | |0
102|1|2|2|2| | |0
103|1|2|2|2| | |0
104|1|2|2|2| | |0
105|1|2|2|2| | |0
106|1|2|2|2| | |0
107|1|2|2|2| | |0
112|1|2|2|2| | |0
000|2|2|2|2| | |0
001|2|2|2|2| | |0
002|2|2|2|2| | |0
003|2|2|2|2| | |0
004|2|2|2|2| | |0
005|2|2|2|2| | |0
006|2|2|2|2| | |0
007|2|2|2|2| | |0
008|2|2|2|2| | |0
009|2|2|2|2| | |0
010|2|2|2|2| | |0
011|2|2|2|2| | |0
012|2|2|2|2| | |0
013|2|2|2|2| | |0
014|2|2|2|2| | |0
015|2|2|2|2| | |0
016|2|2|2|2| | |0
017|2|2|2|2| | |0
018|2|2|2|2| | |0
019|2|2|2|2| | |0
020|2|2|2|2| | |0
021|2|2|2|2| | |0
022|2|2|2|2| | |0
023|2|2|2|2| | |0
024|2|2|2|2| | |0
025|2|2|2|2| | |0
026|2|2|2|2| | |0
027|2|2|2|2| | |0
028|2|2|2|2| | |0
029|2|2|2|2| | |0
030|2|2|2|2| | |0
031|2|2|2|2| | |0
032|2|2|2|2| | |0
033|2|2|2|2| | |0
034|2|2|2|2| | |0
035|2|2|2|2| | |0
036|2|2|2|2| | |0
037|2|2|2|2| | |0
038|2|2|2|2| | |0
039|2|2|2|2| | |0
040|2|2|2|2| | |0
041|2|2|2|2| | |0
042|2|2|2|2| | |0
043|2|2|2|2| | |0
044|2|2|2|2| | |0
045|2|2|2|2| | |0
046|2|2|2|2| | |0
047|2|2|2|2| | |0
048|2|2|2|2| | |0
049|2|2|2|2| | |0
050|2|2|2|2| | |0
051|2|2|2|2| | |0
052|2|2|2|2| | |0
053|2|2|2|2| | |0
054|2|2|2|2| | |0
055|2|2|2|2| | |0
056|2|2|2|2| | |0
057|2|2|2|2| | |0
058|2|2|2|2| | |0
059|2|2|2|2| | |0
060|2|2|2|2| | |0
061|2|2|2|2| | |0
062|2|2|2|2| | |0
063|2|2|2|2| | |0
064|2|2|2|2| | |0
065|2|2|2|2| | |0
066|2|2|2|2| | |0
067|2|2|2|2| | |0
068|2|2|2|2| | |0
069|2|2|2|2| | |0
070|2|2|2|2| | |0
071|2|2|2|2| | |0
072|2|2|2|2| | |0
073|2|2|2|2| | |0
074|2|2|2|2| | |0
075|2|2|2|2| | |0
076|2|2|2|2| | |0
077|2|2|2|2| | |0
078|2|2|2|2| | |0
079|2|2|2|2| | |0
080|2|2|2|2| | |0
081|2|2|2|2| | |0
082|2|2|2|2| | |0
083|2|2|2|2| | |0
084|2|2|2|2| | |0
085|2|2|2|2| | |0
086|2|2|2|2| | |0
087|2|2|2|2| | |0
088|2|2|2|2| | |0
089|2|2|2|2| | |0
090|2|2|2|2| | |0
091|2|2|2|2| | |0
092|2|2|2|2| | |0
093|2|2|2|2| | |0
094|2|2|2|2| | |0
095|2|2|2|2| | |0
096|2|2|2|2| | |0
097|2|2|2|2| | |0
098|2|2|2|2| | |0
099|2|2|2|2| | |0
100|2|2|2|2| | |0
101|2|2|2|2| | |0
102|2|2|2|2| | |0
103|2|2|2|2| | |0
104|2|2|2|2| | |0
105|2|2|2|2| | |0
106|2|2|2|2| | |0
107|2|2|2|2| | |0
112|2|2|2|2| | |0
000|3|2|2|2| | |0
001|3|2|2|2| | |0
002|3|2|2|2| | |0
003|3|2|2|2| | |0
004|3|2|2|2| | |0
005|3|2|2|2| | |0
006|3|2|2|2| | |0
007|3|2|2|2| | |0
008|3|2|2|2| | |0
009|3|2|2|2| | |0
010|3|2|2|2| | |0
011|3|2|2|2| | |0
012|3|2|2|2| | |0
013|3|2|2|2| | |0
014|3|2|2|2| | |0
015|3|2|2|2| | |0
016|3|2|2|2| | |0
017|3|2|2|2| | |0
018|3|2|2|2| | |0
019|3|2|2|2| | |0
020|3|2|2|2| | |0
021|3|2|2|2| | |0
022|3|2|2|2| | |0
023|3|2|2|2| | |0
024|3|2|2|2| | |0
025|3|2|2|2| | |0
026|3|2|2|2| | |0
027|3|2|2|2| | |0
028|3|2|2|2| | |0
029|3|2|2|2| | |0
030|3|2|2|2| | |0
031|3|2|2|2| | |0
032|3|2|2|2| | |0
033|3|2|2|2| | |0
034|3|2|2|2| | |0
035|3|2|2|2| | |0
036|3|2|2|2| | |0
037|3|2|2|2| | |0
038|3|2|2|2| | |0
039|3|2|2|2| | |0
040|3|2|2|2| | |0
041|3|2|2|2| | |0
042|3|2|2|2| | |0
043|3|2|2|2| | |0
044|3|2|2|2| | |0
045|3|2|2|2| | |0
046|3|2|2|2| | |0
047|3|2|2|2| | |0
048|3|2|2|2| | |0
049|3|2|2|2| | |0
050|3|2|2|2| | |0
051|3|2|2|2| | |0
052|3|2|2|2| | |0
053|3|2|2|2| | |0
054|3|2|2|2| | |0
055|3|2|2|2| | |0
056|3|2|2|2| | |0
057|3|2|2|2| | |0
058|3|2|2|2| | |0
059|3|2|2|2| | |0
060|3|2|2|2| | |0
061|3|2|2|2| | |0
062|3|2|2|2| | |0
063|3|2|2|2| | |0
064|3|2|2|2| | |0
065|3|2|2|2| | |0
066|3|2|2|2| | |0
067|3|2|2|2| | |0
068|3|2|2|2| | |0
069|3|2|2|2| | |0
070|3|2|2|2| | |0
071|3|2|2|2| | |0
072|3|2|2|2| | |0
073|3|2|2|2| | |0
074|3|2|2|2| | |0
075|3|2|2|2| | |0
076|3|2|2|2| | |0
077|3|2|2|2| | |0
078|3|2|2|2| | |0
079|3|2|2|2| | |0
080|3|2|2|2| | |0
081|3|2|2|2| | |0
082|3|2|2|2| | |0
083|3|2|2|2| | |0
084|3|2|2|2| | |0
085|3|2|2|2| | |0
086|3|2|2|2| | |0
087|3|2|2|2| | |0
088|3|2|2|2| | |0
089|3|2|2|2| | |0
090|3|2|2|2| | |0
091|3|2|2|2| | |0
092|3|2|2|2| | |0
093|3|2|2|2| | |0
094|3|2|2|2| | |0
095|3|2|2|2| | |0
096|3|2|2|2| | |0
097|3|2|2|2| | |0
098|3|2|2|2| | |0
099|3|2|2|2| | |0
100|3|2|2|2| | |0
101|3|2|2|2| | |0
102|3|2|2|2| | |0
103|3|2|2|2| | |0
104|3|2|2|2| | |0
105|3|2|2|2| | |0
106|3|2|2|2| | |0
107|3|2|2|2| | |0
112|3|2|2|2| | |0
000|4|2|2|2| | |0
001|4|2|2|2| | |0
002|4|2|2|2| | |0
003|4|2|2|2| | |0
004|4|2|2|2| | |0
005|4|2|2|2| | |0
006|4|2|2|2| | |0
007|4|2|2|2| | |0
008|4|2|2|2| | |0
009|4|2|2|2| | |0
010|4|2|2|2| | |0
011|4|2|2|2| | |0
012|4|2|2|2| | |0
013|4|2|2|2| | |0
014|4|2|2|2| | |0
015|4|2|2|2| | |0
016|4|2|2|2| | |0
017|4|2|2|2| | |0
018|4|2|2|2| | |0
019|4|2|2|2| | |0
020|4|2|2|2| | |0
021|4|2|2|2| | |0
022|4|2|2|2| | |0
023|4|2|2|2| | |0
024|4|2|2|2| | |0
025|4|2|2|2| | |0
026|4|2|2|2| | |0
027|4|2|2|2| | |0
028|4|2|2|2| | |0
029|4|2|2|2| | |0
030|4|2|2|2| | |0
031|4|2|2|2| | |0
032|4|2|2|2| | |0
033|4|2|2|2| | |0
034|4|2|2|2| | |0
035|4|2|2|2| | |0
036|4|2|2|2| | |0
037|4|2|2|2| | |0
038|4|2|2|2| | |0
039|4|2|2|2| | |0
040|4|2|2|2| | |0
041|4|2|2|2| | |0
042|4|2|2|2| | |0
043|4|2|2|2| | |0
044|4|2|2|2| | |0
045|4|2|2|2| | |0
046|4|2|2|2| | |0
047|4|2|2|2| | |0
048|4|2|2|2| | |0
049|4|2|2|2| | |0
050|4|2|2|2| | |0
051|4|2|2|2| | |0
052|4|2|2|2| | |0
053|4|2|2|2| | |0
054|4|2|2|2| | |0
055|4|2|2|2| | |0
056|4|2|2|2| | |0
057|4|2|2|2| | |0
058|4|2|2|2| | |0
059|4|2|2|2| | |0
060|4|2|2|2| | |0
061|4|2|2|2| | |0
062|4|2|2|2| | |0
063|4|2|2|2| | |0
064|4|2|2|2| | |0
065|4|2|2|2| | |0
066|4|2|2|2| | |0
067|4|2|2|2| | |0
068|4|2|2|2| | |0
